Symbol,Name,Country,Sector,Industry
IR,Ingersoll Rand Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),Argentina,Real Estate,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ISD,PGIM High Yield Bond Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
IT,Gartner Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
ITGR,Integer Holdings Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ITT,ITT Inc. Common Stock ,United States,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Brazil,Finance,Major Banks
ITW,Illinois Tool Works Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,United States,Real Estate,Real Estate Investment Trusts
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,United States,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,United States,,
IVT,InvenTrust Properties Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
IVZ,Invesco Ltd Common Stock,United States,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Japan,Finance,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,United States,Industrials,Military/Government/Technical
JBGS,JBG SMITH Properties Common Shares ,United States,Real Estate,Real Estate Investment Trusts
JBI,Janus International Group Inc. Common Stock,United States,Industrials,Building Products
JBL,Jabil Inc. Common Stock,United States,Technology,Electrical Products
JBT,John Bean Technologies Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
JCI,Johnson Controls International plc Ordinary Share,Switzerland,Industrials,Industrial Machinery/Components
JEF,Jefferies Financial Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,United States,Basic Materials,Forest Products
JEQ,abrdn Japan Equity Fund Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
JHG,Janus Henderson Group plc Ordinary Shares,United Kingdom,Finance,Investment Managers
JHI,John Hancock Investors Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JHS,John Hancock Income Securities Trust Common Stock,United States,Finance,Finance Companies
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,Industrials,Building Materials
JILL,J. Jill Inc. Common Stock,United States,Consumer Discretionary,Apparel
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,United States,Finance,Investment Managers
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,Consumer Discretionary,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),United States,Finance,Trusts Except Educational Religious and Charitable
JNJ,Johnson & Johnson Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
JOBY,Joby Aviation Inc. Common Stock,United States,Industrials,Aerospace
JOE,St. Joe Company (The) Common Stock,United States,Real Estate,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JPC,Nuveen Preferred & Income Opportunities Fund,United States,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,United States,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,United States,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,United States,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,United States,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,United States,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,United States,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,United States,,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
JWN,Nordstrom Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JXN,Jackson Financial Inc. Class A Common Stock ,United States,Finance,Life Insurance
JXN^A,Jackson Financial Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock Series A,United States,,
K,Kellanova Common Stock,United States,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,United States,Industrials,Industrial Machinery/Components
KAR,OPENLANE Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KB,KB Financial Group Inc,South Korea,Finance,Commercial Banks
KBDC,Kayne Anderson BDC Inc. Common Stock,,,
KBH,KB Home Common Stock,United States,Consumer Discretionary,Homebuilding
KBR,KBR Inc. Common Stock,United States,Industrials,Military/Government/Technical
KD,Kyndryl Holdings Inc. Common Stock,United States,Technology,EDP Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,South Korea,Utilities,Electric Utilities: Central
KEX,Kirby Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,United States,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,United States,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,United States,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,United States,,
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H,United States,,
KEYS,Keysight Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,United States,Finance,Investment Managers
KFRC,Kforce Inc. Common Stock,United States,Consumer Discretionary,Professional Services
KFS,Kingsway Financial Services Inc. Common Stock (DE),Canada,Finance,Property-Casualty Insurers
KFY,Korn Ferry Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,Canada,,
KGS,Kodiak Gas Services Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KIM,Kimco Realty Corporation (HC) Common Stock,United States,Real Estate,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIM^N,Kimco Realty Corporation Depositary Shares each representing 1/1000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock,United States,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
KIO,KKR Income Opportunities Fund Common Shares,,Finance,Investment Managers
KKR,KKR & Co. Inc. Common Stock,United States,Finance,Investment Managers
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,United States,,
KLG,WK Kellogg Co Common Stock,United States,Consumer Staples,Packaged Foods
KMB,Kimberly-Clark Corporation Common Stock,United States,Consumer Discretionary,Containers/Packaging
KMI,Kinder Morgan Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,United States,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KMX,CarMax Inc,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
KNF,Knife Riv Holding Co. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,Consumer Discretionary,Marine Transportation
KNSL,Kinsale Capital Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
KNX,Knight-Swift Transportation Holdings Inc.,United States,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KODK,Eastman Kodak Company Common New,United States,Consumer Discretionary,Business Services
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Common Stock,United States,Basic Materials,Forest Products
KORE,KORE Group Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,Energy,Oil & Gas Production
KR,Kroger Company (The) Common Stock,United States,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,United States,,
KRG,Kite Realty Group Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc Common Stock,United States,Industrials,Major Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
KSM,DWS Strategic Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
KSS,Kohl's Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,United States,Consumer Discretionary,Apparel
KTF,DWS Municipal Income Trust,United States,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,Finance,Finance: Consumer Services
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,Finance,Finance: Consumer Services
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,Real Estate,Other Consumer Services
KVUE,Kenvue Inc. Common Stock,United States,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,United States,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,Finance,Real Estate
KWR,Quaker Houghton Common Stock,United States,Industrials,Major Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,Finance,Finance/Investors Services
L,Loews Corporation Common Stock,United States,Finance,Property-Casualty Insurers
LAAC,Lithium Americas (Argentina) Corp. Common Shares,Canada,,
LAC,Lithium Americas Corp. Common Shares,Canada,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,Cayman Islands,Finance,Blank Checks
LAW,CS Disco Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LAZ,Lazard Inc. Common Stock,Bermuda,Finance,Investment Managers
LBRT,Liberty Energy Inc. Class A common stock,United States,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,United States,Finance,Finance: Consumer Services
LCII,LCI Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.
LCW,Learn CW Investment Corporation Class A Ordinary Shares,,Finance,Blank Checks
LDI,loanDepot Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,Finance,Finance Companies
LEA,Lear Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LEG,Leggett & Platt Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LEN,Lennar Corporation Class A Common Stock,United States,Consumer Discretionary,Homebuilding
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
LEV,The Lion Electric Company Common Shares,Canada,Consumer Discretionary,Auto Manufacturing
LEVI,Levi Strauss & Co Class A Common Stock,United States,Consumer Discretionary,Apparel
LFT,Lument Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,,
LH,Labcorp Holdings Inc. Common Stock,United States,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LICY,Li-Cycle Holdings Corp. Common Shares,Canada,,
LII,Lennox International Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,China,Consumer Discretionary,Catalog/Specialty Distribution
LL,LL Flooring Holdings Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LLAP,Terran Orbital Corporation Common Stock,United States,Industrials,Military/Government/Technical
LLY,Eli Lilly and Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LMND,Lemonade Inc. Common Stock,United States,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,United States,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,United States,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,United States,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
LNN,Lindsay Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
LOAR,Loar Holdings Inc. Common Stock,,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,United States,Finance,Major Banks
LOCL,Local Bounti Corporation Common Stock,,Consumer Staples,Farming/Seeds/Milling
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,Industrials,Building Materials
LOW,Lowe's Companies Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LPG,Dorian LPG Ltd. Common Stock,United States,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,Technology,Industrial Machinery/Components
LPX,Louisiana-Pacific Corporation Common Stock,United States,Basic Materials,Forest Products
LRN,Stride Inc. Common Stock,United States,Real Estate,Other Consumer Services
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Canada,,
LTC,LTC Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,China,Finance,Finance: Consumer Services
LUMN,Lumen Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LUV,Southwest Airlines Company Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,United States,Consumer Staples,Packaged Foods
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,United States,,
LXU,LSB Industries Inc. Common Stock,United States,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,Industrials,Major Chemicals
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,Finance,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZB,La-Z-Boy Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,Isle of Man,Basic Materials,Metal Mining
M,Macy's Inc Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAC,Macerich Company (The) Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,Consumer Discretionary,Professional Services
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAS,Masco Corporation Common Stock,United States,Consumer Discretionary,Building Products
MATV,Mativ Holdings Inc. Common Stock,United States,Basic Materials,Paper
MATX,Matson Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,Finance,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,United States,Consumer Discretionary,Business Services
MBC,MasterBrand Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
MBI,MBIA Inc. Common Stock,United States,Finance,Property-Casualty Insurers
MC,Moelis & Company Class A Common Stock,United States,Finance,Investment Managers
MCB,Metropolitan Bank Holding Corp. Common Stock,United States,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,Consumer Discretionary,Restaurants
MCI,Barings Corporate Investors Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,United States,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,,
MCO,Moody's Corporation Common Stock,United States,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MCS,Marcus Corporation (The) Common Stock,United States,Consumer Discretionary,Movies/Entertainment
MCW,Mister Car Wash Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
MCY,Mercury General Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
MDT,Medtronic plc. Ordinary Shares,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Modiv Industrial Inc. Class C Common Stock,,Real Estate,Real Estate Investment Trusts
MDV^A,Modiv Industrial Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,,,
MEC,Mayville Engineering Company Inc. Common Stock,United States,Industrials,Industrial Specialties
MED,MEDIFAST INC Common Stock,United States,Consumer Discretionary,Other Consumer Services
MEG,Montrose Environmental Group Inc. Common Stock,United States,Consumer Discretionary,Professional Services
MEGI,MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares,United States,Finance,Investment Managers
MEI,Methode Electronics Inc. Common Stock,United States,Technology,Electrical Products
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States,,
MET,MetLife Inc. Common Stock,United States,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States,,
MFA,MFA Financial Inc.,United States,Real Estate,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,United States,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,United States,,
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,United States,,
MFC,Manulife Financial Corporation Common Stock,Canada,Finance,Life Insurance
MFD,Macquarie First Trust Global Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,Finance,Major Banks
MFM,MFS Municipal Income Trust Common Stock,United States,Finance,Finance Companies
MG,Mistras Group Inc Common Stock,United States,Consumer Discretionary,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Canada,Consumer Discretionary,Auto Parts:O.E.M.
MGF,MFS Government Markets Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MGM,MGM Resorts International Common Stock,United States,Consumer Discretionary,Hotels/Resorts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,Finance,Investment Managers
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,Finance,Investment Managers
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,United States,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,Energy,Oil & Gas Production
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
MHI,Pioneer Municipal High Income Fund Inc.,United States,Finance,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
MIN,MFS Intermediate Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,,Finance,Investment Managers
MIR,Mirion Technologies Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States,Real Estate,Real Estate Investment Trusts
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States,Real Estate,Real Estate Investment Trusts
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,United States,Consumer Staples,Packaged Foods
MKFG,Markforged Holding Corporation Common Stock,United States,Technology,Computer peripheral equipment
MKL,Markel Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
ML,MoneyLion Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
MLI,Mueller Industries Inc. Common Stock,United States,Industrials,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,Finance,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,United States,Finance,Real Estate
MMM,3M Company Common Stock,United States,Health Care,Medical/Dental Instruments
MMS,Maximus Inc. Common Stock,United States,Consumer Discretionary,Business Services
MMT,MFS Multimarket Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,Finance,Investment Managers
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,,Energy,Oil & Gas Production
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,China,Consumer Discretionary,Department/Specialty Retail Stores
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,,Finance,Blank Checks
MO,Altria Group Inc.,United States,Health Care, Medicinal Chemicals and Botanical Products 
MOD,Modine Manufacturing Company Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MODG,Topgolf Callaway Brands Corp. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MODN,Model N Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,Consumer Discretionary,Business Services
MOH,Molina Healthcare Inc Common Stock,United States,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,United States,Industrials,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
MP,MP Materials Corp. Common Stock,United States,Basic Materials,Precious Metals
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,Finance,Finance Companies
MPC,Marathon Petroleum Corporation Common Stock,United States,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,United States,Consumer Discretionary,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
MPV,Barings Participation Investors Common Stock,United States,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,United States,Real Estate,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,United States,Industrials,Marine Transportation
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
